35,20
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,32,32,32,32,24,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14,14,14,14,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14,14,14,14,19,0,0,0,0,0,31,24,0,0,0,0,32,32,32,32,32,0,0,0,32,32,32,0,0,0,0,0,0,0,
14,0,0,14,14,19,0,0,0,0,0,0,31,24,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,
14,14,14,14,14,19,0,0,0,0,0,0,0,31,24,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,
14,14,14,14,14,19,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,
14,14,14,14,14,19,0,0,0,0,0,0,0,0,0,32,32,32,32,0,0,0,0,32,32,32,33,0,0,0,0,0,0,0,0,
14,14,14,14,14,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44,0,0,0,0,0,0,0,
14,14,0,14,14,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,44,44,44,44,44,
14,14,14,14,14,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,14,14,14,14,
14,14,14,14,14,14,19,0,0,0,0,0,0,0,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,14,14,14,14,14,
14,14,14,14,14,14,31,44,44,44,44,44,44,44,44,44,44,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
