30,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,
58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,
58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,58,58,0,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,24,0,0,0,0,0,0,0,0,23,32,32,32,32,32,32,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,19,0,0,0,0,0,0,0,0,35,8,9,14,14,14,14,
14,0,0,14,14,14,14,14,0,14,14,14,14,14,31,32,24,0,0,0,0,0,0,0,0,35,3,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14,13,0,0,0,0,0,0,0,0,0,15,14,14,14,
14,1,2,2,2,2,2,2,2,2,3,14,14,14,14,14,25,26,18,0,0,0,0,0,0,0,15,14,14,14,
1,30,0,0,0,0,0,0,0,0,29,3,14,14,14,14,14,14,13,0,0,61,61,0,0,0,15,14,14,14,
40,0,0,0,0,0,0,0,0,0,0,29,2,3,14,14,14,1,30,0,0,0,0,0,0,0,15,14,14,14,
0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,14,1,30,0,0,0,0,0,0,61,61,15,14,14,14,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,13,0,0,0,0,0,0,0,0,0,15,14,14,14,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,13,0,0,0,61,61,61,0,0,0,29,3,14,14,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,13,0,0,0,0,0,0,0,0,0,0,29,3,14,
26,26,26,26,26,18,0,0,0,0,17,26,26,26,27,14,13,61,61,61,0,0,0,0,0,0,0,0,15,14,
14,0,14,14,14,13,0,0,0,17,27,14,14,14,14,14,13,0,0,0,0,0,0,0,0,0,0,0,15,14,
14,14,1,2,2,30,0,0,0,15,14,14,14,14,14,14,13,0,0,0,61,61,61,0,0,0,0,0,15,14,
14,1,30,0,0,0,0,0,0,15,14,14,0,0,14,1,30,0,0,0,0,0,0,0,0,0,0,0,15,14,
14,13,0,0,0,0,0,0,0,29,3,14,0,0,14,15,0,0,0,0,0,0,0,0,0,17,26,26,27,14,
14,13,0,0,0,0,0,0,0,0,15,14,14,14,14,15,0,0,0,0,0,0,0,0,0,15,14,14,14,14,
1,30,0,0,0,0,0,0,0,0,29,2,3,14,14,15,61,61,61,61,61,61,61,61,61,15,14,14,14,0,
13,0,0,0,0,0,0,0,0,0,0,0,29,2,2,30,0,0,0,0,0,0,0,0,0,15,14,0,14,14,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,61,61,61,15,14,14,0,14,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,14,0,14,
25,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,61,61,61,61,61,15,14,14,14,14,
14,14,25,26,26,26,26,26,26,26,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,25,26,26,26,26,26,26,26,26,26,26,26,26,26,27,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
