30,30
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
14,1,2,2,2,3,14,14,1,2,2,3,14,14,14,14,1,2,3,14,14,14,14,14,14,14,14,14,14,14,
2,30,0,0,0,29,2,2,30,0,0,29,2,3,1,2,30,0,15,14,14,14,14,14,14,14,14,14,14,14,
0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,0,0,0,29,2,2,2,2,2,3,14,14,14,14,14,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,3,14,14,14,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,14,14,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,14,14,
26,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,14,14,
14,14,25,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,14,14,
14,14,14,14,25,26,26,26,26,26,26,26,26,26,26,18,0,0,0,0,0,0,0,0,0,0,15,14,14,14,
14,0,0,14,14,14,14,14,14,14,14,14,14,14,14,25,26,26,26,26,26,18,0,0,0,0,15,14,14,14,
14,14,1,2,2,2,2,2,2,3,14,14,14,14,14,14,14,14,1,2,2,30,0,0,0,0,15,14,14,14,
14,14,13,0,0,0,0,0,0,29,2,2,2,2,2,2,2,2,30,0,0,0,0,0,0,17,27,14,14,14,
14,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,14,14,14,14,
1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,14,14,14,14,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,26,26,27,14,14,14,14,14,
13,0,0,0,0,0,0,0,17,26,26,26,26,26,26,26,26,26,26,26,27,14,14,14,14,14,14,14,14,14,
13,0,0,0,0,0,0,0,15,14,14,14,14,14,14,14,14,14,14,0,14,0,14,14,14,14,14,14,14,14,
13,0,0,0,0,0,0,0,29,2,2,2,2,2,2,3,14,14,14,14,14,14,14,1,2,2,2,3,14,14,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,2,3,14,1,2,2,30,0,0,0,29,3,14,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,30,0,0,0,0,0,0,0,29,3,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,25,26,26,26,26,26,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14,14,14,14,14,14,14,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,0,0,14,14,14,14,14,14,25,18,0,0,0,0,0,0,0,17,26,18,0,0,0,0,0,0,0,0,0,
14,14,14,14,14,0,14,14,14,14,25,26,26,26,26,26,26,26,27,14,25,26,26,26,26,26,26,26,26,26,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
