20,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,32,32,32,32,
0,0,0,0,0,0,0,0,0,0,0,0,23,32,33,14,14,14,14,14,
0,0,0,0,0,0,0,0,0,0,23,32,33,14,14,14,14,14,14,14,
0,0,0,0,0,0,0,0,23,32,33,14,14,14,14,14,14,14,14,14,
0,0,0,0,0,0,23,32,33,14,14,14,14,14,14,14,14,14,14,14,
32,32,32,32,32,32,33,14,14,14,14,14,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
